0	10.228323
100	7.807626
200	6.5164027
300	4.7190537
400	4.847091
500	4.4146657
600	3.8252044
700	2.8214362
800	3.7438698
900	3.0436668
1000	2.8017757
1100	3.2634478
1200	2.7810092
1300	3.1519504
1400	2.6116168
1500	3.3818629
1600	2.551228
1700	2.1785793
1800	1.567229
1900	2.6590886
2000	2.6574728
2100	2.1320786
2200	2.2882574
2300	1.5820538
2400	2.1179295
2500	2.241113
2600	2.1040711
2700	1.8992572
2800	1.2355224
2900	1.6060548
3000	1.5730255
3100	1.666314
3200	1.9447587
3300	1.1686703
3400	1.0460856
3500	2.0446637
3600	1.1637096
3700	1.6871275
3800	1.6834455
3900	1.210482
4000	1.7370088
4100	1.6814513
4200	1.526166
4300	1.8351868
4400	0.43417498
4500	1.0665096
4600	0.8375646
4700	1.3637129
4800	1.0055859
4900	1.4697721
5000	1.4625354
5100	0.8552941
5200	1.6705667
5300	1.3401517
5400	0.76715297
5500	1.1776415
5600	1.4365271
5700	1.0254467
5800	1.5160487
5900	0.8463418
6000	1.6168717
6100	0.88852537
6200	0.4433154
6300	0.8843785
6400	2.322299
6500	1.5692059
6600	1.3822243
6700	1.0708299
6800	1.1317581
6900	1.2663978
7000	1.5350376
7100	1.5823387
7200	1.6317582
7300	1.1867195
7400	1.2620556
7500	1.1319118
7600	0.93052214
7700	0.8501289
7800	1.2076871
7900	0.7901638
8000	0.9048376
8100	0.9016029
8200	1.030559
8300	1.4911164
8400	1.1775023
8500	1.3807957
8600	1.3231759
8700	0.7546714
8800	1.5355685
8900	1.574911
9000	1.2854468
9100	0.8961926
9200	0.49879926
9300	1.1874626
9400	1.8805177
9500	1.4745642
9600	1.2202989
9700	1.2260627
9800	1.5045209
9900	0.99651515
10000	1.3420116
10100	1.9262031
10200	0.97892237
10300	1.9220245
10400	0.81666714
10500	1.6612124
10600	1.1288307
10700	1.2364705
10800	0.6860275
10900	0.5910943
11000	1.4824234
11100	1.137213
11200	1.0038538
11300	0.88167936
11400	0.8671677
11500	0.88858724
11600	1.6560217
11700	1.1677238
11800	0.9209468
11900	0.9938618
12000	0.8941256
12100	0.957096
12200	0.29632804
12300	1.2763116
12400	1.4108073
12500	1.5819395
12600	1.6469042
12700	1.0680301
12800	1.5938834
12900	1.2780206
13000	1.0638825
13100	1.137404
13200	0.92594546
13300	2.039042
13400	1.1485642
13500	0.6529207
13600	1.1208439
13700	0.82645386
13800	0.6564259
13900	1.6295342
14000	1.2112644
14100	1.4863226
14200	1.4470654
14300	1.2484639
14400	0.3854226
14500	1.2606165
14600	0.06969676
14700	0.61313504
14800	0.67902535
14900	0.86321306
15000	0.6651395
15100	1.6835079
15200	1.3455495
15300	0.983265
15400	1.1748397
15500	1.4159461
15600	1.2737151
15700	0.80437815
15800	1.0706042
15900	1.2519636
16000	0.48302546
16100	0.9573172
16200	0.6184488
16300	1.3185388
16400	1.3855095
16500	1.1204996
16600	0.37793761
16700	1.3711253
16800	1.0323007
16900	1.1616516
17000	0.86826104
17100	1.1375604
17200	1.0709147
17300	0.6049906
17400	1.5624301
17500	1.0002277
17600	1.5103251
17700	1.1605195
17800	0.97479075
17900	1.0268722
18000	1.0490879
18100	0.66195655
18200	1.5927153
18300	1.2864887
18400	0.9049036
18500	0.8788499
18600	1.123392
18700	1.1859316
18800	0.46609735
18900	0.84820116
19000	1.8371387
19100	1.3118315
19200	1.0196694
19300	1.1414766
19400	2.1414716
19500	0.895634
19600	0.87313503
19700	1.4150043
19800	1.1161559
19900	0.648193
20000	1.1256969
20100	0.55710703
20200	0.9989559
20300	0.8886881
20400	0.4204492
20500	0.7137911
20600	0.7741406
20700	1.000754
20800	1.1644787
20900	0.14651506
21000	0.72938615
21100	0.38335466
21200	1.4368013
21300	0.39907822
21400	0.8862773
21500	1.0150695
21600	0.79875445
21700	0.8278106
21800	1.0885978
21900	1.1325712
22000	1.575033
22100	0.97669345
22200	1.050529
22300	1.2186958
22400	0.23957665
22500	1.1988468
22600	0.7070485
22700	0.7442768
22800	1.2213837
22900	1.2552873
23000	0.9164065
23100	1.0608001
23200	1.1612633
23300	0.3762514
23400	1.0915023
23500	0.8408933
23600	1.009676
23700	0.39775103
23800	1.2222772
23900	0.808995
24000	1.0965303
24100	1.2581276
24200	1.3444562
24300	1.0627766
24400	0.86906904
24500	0.08564999
24600	0.9130911
24700	1.5280186
24800	1.1465745
24900	0.63903165
25000	0.33770877
25100	1.3826073
25200	0.7275708
25300	1.0592383
25400	0.52057356
25500	1.1970628
25600	0.91408265
25700	0.37963393
25800	0.41491404
