1000	2.97763
2000	1.70452
3000	1.41598
4000	1.30255
5000	1.23959
6000	1.19456
7000	1.1659
8000	1.14299
9000	1.12164
10000	1.1044
11000	1.09301
12000	1.07934
13000	1.07041
14000	1.06388
15000	1.05383
16000	1.04985
17000	1.04709
18000	1.03973
19000	1.03945
20000	1.03533
21000	1.03222
22000	1.02815
23000	1.02598
24000	1.02484
25000	1.02179
26000	1.02295
27000	1.01893
28000	1.01701
29000	1.01811
30000	1.01522
31000	1.00668
32000	1.00789
33000	1.01169
34000	1.0048
35000	1.00396
36000	0.999343
37000	1.00084
38000	1.00149
39000	0.997214
40000	0.994796
41000	0.998093
42000	0.995308
43000	0.994971
44000	0.994615
45000	0.994989
46000	0.990163
47000	0.993778
48000	0.991484
49000	0.987675
50000	0.990158
51000	0.990093
52000	0.991334
53000	0.991978
54000	0.987852
55000	0.985981
56000	0.985719
57000	0.988962
58000	0.985772
59000	0.988721
60000	0.981573
61000	0.990301
62000	0.984022
63000	0.987535
64000	0.986179
65000	0.981509
66000	0.989055
67000	0.985712
68000	0.985664
69000	0.981456
70000	0.980095
71000	0.98065
72000	0.983115
73000	0.976525
74000	0.983215
75000	0.984044
76000	0.981558
77000	0.986789
78000	0.983447
79000	0.979841
80000	0.982672
81000	0.97796
82000	0.97968
83000	0.98434
84000	0.981523
85000	0.980007
86000	0.980878
87000	0.983042
88000	0.986487
89000	0.977304
90000	0.98445
91000	0.981483
92000	0.983778
93000	0.984893
94000	0.985243
95000	0.982336
96000	0.981418
97000	0.975561
98000	0.985701
99000	0.98064
100000	0.978977
101000	0.982544
102000	0.978475
103000	0.980052
104000	0.97739
105000	0.976153
106000	0.982987
107000	0.979487
108000	0.977502
109000	0.981007
110000	0.979759
111000	0.984455
112000	0.975619
113000	0.976853
114000	0.973038
115000	0.97982
116000	0.980099
117000	0.984251
118000	0.982897
119000	0.979842
120000	0.979449
121000	0.981461
122000	0.978604
123000	0.978634
124000	0.988665
125000	0.984081
126000	0.984539
127000	0.982447
128000	0.974908
129000	0.976819
130000	0.973559
131000	0.981863
132000	0.975446
133000	0.980504
134000	0.977618
135000	0.98434
136000	0.979577
137000	0.973597
138000	0.979041
139000	0.9795
140000	0.981921
141000	0.985302
142000	0.980707
143000	0.981824
144000	0.985434
145000	0.980264
146000	0.975661
147000	0.979523
148000	0.979941
149000	0.978242
150000	0.985538
151000	0.980414
152000	0.980107
153000	0.978273
154000	0.982224
155000	0.988327
156000	0.981255
157000	0.982196
158000	0.977658
159000	0.980593
160000	0.983009
161000	0.985571
162000	0.98099
163000	0.978028
164000	0.976752
165000	0.984464
166000	0.984763
167000	0.983674
